Crossover Chance,Mutation Chance,Num Elite,K Members,N Crossover Points,Avg Max Fitness,Avg Top 10 Fitness,Avg Overall Fitness
0.5689000745633099,0.6137921731290973,22,7,4,35.90709565922562,29.107788933546015,11.875970429185651
0.6006134036699754,0.5066405779108929,38,4,2,48.47873364862217,42.25155535044422,22.25259019749522
0.5261531861971177,0.2294325689511225,53,14,1,56.80946444975011,45.33761530287535,25.363609477192103
0.3041370370305999,0.12141408178966438,26,7,2,39.879146333889224,37.12043121192785,27.906978118886233
0.8860917856694085,0.19321923647073957,27,1,2,34.615579151348456,29.28510618733579,15.343545037362793
0.4203296916447824,0.9488801847582726,68,11,4,33.88664476720791,30.290411754282605,11.612977891680428
0.5570855902757785,0.2761495045428698,28,11,4,36.89390553111683,35.23147246721164,23.782508055964023
0.5714316585199565,0.33983202080258756,49,8,1,40.68624653419191,38.890355345882746,28.14043271351024
0.49753790705973566,0.1696135163705465,23,11,2,34.74071606421575,31.971030546374102,21.47807264391926
0.9443070758958851,0.8935259932379396,79,1,2,33.27839073862564,24.480284335006225,7.5546523440691935
0.05619229057722932,0.10654784006873258,33,14,3,28.965322360443157,25.748090235553907,16.697809121923328
0.6190342599013966,0.5398924836672339,39,18,2,42.45788215852455,40.444080891986154,22.3585106616848
0.21766800000073278,0.6227806513665806,11,12,2,43.71296741663067,41.16330887015015,25.093070233061315
0.030995708764676645,0.8326075821766558,72,19,4,44.76337084108767,41.62120304966506,18.314343721123702
0.022474153390351654,0.0336433981700717,79,15,1,32.74911884552144,28.09615199156824,18.168480884187055
0.5471878511634382,0.29332605633361875,36,12,1,41.96552196117241,38.393139690246336,25.165167580061105
0.533881112978564,0.9479782976538718,66,7,2,36.47737785400092,29.095325980923747,12.045038700897052
0.1641553183215968,0.4633434234302322,56,9,2,29.458984188984736,26.966057660407103,15.472943614668322
0.07988331855124213,0.7398274255994408,60,4,3,39.46280085828266,36.12468900736639,18.37594512899475
0.20582633046662588,0.32145224919798676,26,14,1,33.58487316997811,31.587553428446682,21.347026141168
0.39709485635846475,0.7685215720143301,3,14,3,42.874690742522986,38.64008061763811,22.299068023179107
0.5849511252386328,0.054745631172905464,9,10,4,42.011287321504135,40.09097249686175,31.378944774646058
0.21262688530548648,0.9178228849258283,63,5,3,37.70946273487414,32.02371468373391,17.236515113775678
0.7938592379080769,0.5846161272381785,13,13,4,43.06929524240891,34.97619422485433,15.417280969164857
0.3740994283481534,0.415914676035572,76,3,3,42.46000816169597,37.5795434746742,18.26887121426342
0.09377402501147866,0.7703356127244468,46,7,4,53.15977818413019,40.50357315257039,21.345929226779614
0.8391661060723631,0.029098155620320587,21,4,3,40.223392056031614,35.05560951469347,26.07645774286043
0.7142480050044787,0.23335615611895513,61,17,3,40.434091653276646,36.27837933304484,21.904755695141
0.6183529989946914,0.026960208909270783,69,8,3,34.87259825444295,32.41432932725613,21.424302067300346
0.0756442089684793,0.2011848592472458,28,19,3,39.59805891843473,35.405801696506764,22.578084058313983
0.7565617232315647,0.850714341819134,38,7,2,38.41748835575339,31.113361019829835,13.110317612282618
0.05217965643575127,0.6755864690764921,7,15,2,39.4802566134937,35.49016104885038,21.38256748584401
0.5147594553348931,0.4259351917825588,14,1,3,38.26903808732691,31.387118553619786,16.4898747312313
0.2669759553046766,0.5727562187679495,67,16,3,38.26567166892926,34.068235715702016,21.306144346429004
0.8537580672062627,0.18689172496636045,71,18,4,45.38089861869463,41.97690646723376,28.04829511362358
0.350526730097451,0.12631767134105765,22,4,1,31.902689127883477,27.034864249405114,18.97924295583279
0.6182361861835391,0.2892589461313869,2,9,3,55.00550275806891,51.73443743835505,36.530085625681366
0.13276918352440925,0.9276790291116597,62,13,3,44.016517817318956,37.23618787489552,15.179644611991387
0.6968549674663107,0.37418648995123094,26,8,1,36.51280888295721,29.772696498894447,16.608816389148352
0.931995436767846,0.9252484451242489,78,5,3,35.452973302268404,29.37868264572588,9.347015062973933
0.8183753514667724,0.3193750542818154,53,10,2,44.09139649290578,37.896617509794716,27.99215078268474
0.03259141145699529,0.5093125283555243,46,1,3,42.385007343693225,35.671904431408784,19.579982454109185
0.333936721679014,0.7735973341716129,37,9,2,35.040513486139126,31.591543463267517,14.322930842704233
0.8606804600216041,0.2751742372126394,63,8,2,44.333502499943556,39.46581879547985,25.080000870643943
0.048848664187008915,0.2516835151064427,42,17,2,24.621745233625415,20.817574692536343,8.61565165237996
0.07150296646978395,0.1838025291067811,5,5,2,39.691180300398266,35.784734518566246,23.257424118386275
0.48206610469723427,0.23963152723698122,10,12,2,34.85693015561611,33.456674115718855,21.60911482407796
0.2341081714499062,0.6752447351379346,9,12,4,43.65755679566991,37.45508720425264,19.963499400887976
0.23038365575069958,0.17893610732624163,19,7,1,36.254816126767864,34.72018374304226,26.384700413596025
0.8157523601313674,0.3623529113147996,74,10,2,43.158237973311984,35.52671131160115,20.240237105184843
0.29924634067330563,0.28843092365022877,28,18,1,49.42445533807246,43.499829974426206,25.57591035897856
0.6388684303023587,0.8787707575114552,53,11,2,35.96520965101775,31.224417099925745,12.610001602744903
0.921854090892095,0.71885055640532,77,12,2,39.9522738771356,26.58451717932771,6.675905320729247
0.5552306159487137,0.05037817270109013,51,10,3,41.43086080284627,38.914091919573785,30.660977534790664
0.046570840835169214,0.010452384422190309,47,6,2,36.68241797371972,33.94841497902248,22.987272152071455
0.8659928637930764,0.2988460735742027,28,4,3,44.52755475111078,33.03281814362353,15.636926859057699
0.04108537158531903,0.5409690531165883,15,12,3,30.07578736410138,28.498196480989016,16.06843352510872
0.25258864136653875,0.7615970651552723,58,10,3,49.88307266257464,38.88921791737898,20.115039818720973
0.08717978272144838,0.46774020313396236,52,2,2,39.20380055295924,36.04515361375501,19.041824663973024
0.3616517725364292,0.08545778308702266,44,1,4,38.820111312739115,34.05862802163837,19.31122101410974
0.858018786878368,0.8345008120426531,2,11,2,44.65547530451438,37.866824013320716,19.872859542852613
0.4436286888278486,0.8524517787979151,24,19,3,41.92985188420512,38.235430443465276,18.904153477727583
0.9064641204232469,0.1870596119961246,78,1,2,31.785865959716002,27.418634149728653,10.376706933102533
0.14608956031921255,0.04576752662804766,74,13,4,35.991559617831356,33.572811229566774,23.702863525917333
0.549260113817655,0.5967229068517337,7,11,2,39.43154385175914,35.965865857217665,21.697973162241496
0.7633789435707908,0.46525054920891973,25,16,1,43.75139361009428,39.80824702603243,28.65450880752652
0.36280829276523124,0.547787636211244,36,19,2,28.756003933198897,26.2317298784887,14.505208882635058
0.21672003619778366,0.728778305532564,66,10,3,45.065237219631385,36.784738597224205,16.816077291624037
0.83215611919061,0.7786333751829831,35,13,2,36.49952385868763,33.38651465149924,17.895845972618876
0.36487752828362197,0.3985447304749658,43,7,3,37.747680234535906,34.381115243580226,20.931417513626258
0.8424951324201678,0.18392703302722868,3,10,3,45.86001657526899,41.29872828298625,26.045907236752786
0.07676979827916362,0.6804320030665411,22,14,3,49.08625372496026,43.719801747343425,25.447041433440308
0.08913130984784343,0.86452583261919,38,17,3,45.064422439217864,38.78333582416051,20.23225205139517
0.6831988385442399,0.8017249225332078,11,19,2,41.4136421077368,35.600375715426075,16.67116971068207
0.022291704089532207,0.6252822206563867,47,18,2,46.00432695305898,31.28678475009089,14.952027507684418
0.06585751628481402,0.4888195882982811,9,9,3,38.02879373058042,36.043976493368625,22.22654705883079
0.8287525194482964,0.8003462747902765,26,7,4,38.94755874760618,35.354817077251155,18.863370946024403
0.39092012647510893,0.1701743070264595,64,8,3,40.42156211931546,36.88748962224281,25.863265378395813
0.01675385447687668,0.8872461961731043,69,4,2,45.65007362529707,33.44219291478605,12.322350221083536
0.14970299132822318,0.6729019747997541,66,1,1,31.49044413848809,26.691364409896142,11.063404106191543
0.8461160021792697,0.265686657732566,3,11,2,44.37909313615238,39.49412211187276,28.27406151798397
0.17121499829845482,0.6595112162219515,60,5,4,33.77161688012387,30.661808390608694,14.46994742287016
0.48002430907754323,0.4717662958907147,29,3,2,43.60441934741094,35.707063672542986,17.279127675326514
0.685314758559675,0.689640293759252,46,3,3,42.54319070804115,37.1511907340042,15.39775898065794
0.5761131883227474,0.920417509271049,10,13,2,42.84687249144889,40.65242829215002,17.01364962841145
0.19270387286330634,0.26998306475105743,15,16,3,30.053105394808263,28.354166406868398,17.581024028605523
0.09886586784179648,0.5233102237457905,76,18,2,43.78053500919242,35.88642329351859,17.59332550996625
0.4527473399287216,0.5922479056269838,4,12,3,39.03096467381967,36.63008883527985,21.312384059450004
0.6906402201095868,0.5316363720004355,59,16,2,43.04436917526656,38.043400565966024,22.280881750900303
0.3784025174374152,0.22686929612589526,3,5,2,31.831212769865807,28.877425912267135,15.066775627370257
0.8571655511534663,0.7098483902489414,78,7,3,43.30971231263244,32.66546027236943,13.011139086066596
0.8004754576268158,0.32937803664239995,28,4,2,48.415260772647926,43.22525354708913,26.686301008225243
0.29085642927304833,0.8055056426812586,51,7,2,40.490192541635366,30.490273253390786,15.30044254442978
0.5963177972833936,0.43341933374511155,23,5,3,44.240512127964024,40.344323759152005,25.59626059523336
0.4923812706048172,0.2226083275516142,27,16,3,53.83589432126659,45.90007143077107,30.7662506075275
0.9248556076782707,0.20769891172883817,56,9,4,46.5592508396253,42.9871520773832,31.463055644502745
0.7203019380181661,0.8111251892595384,69,16,3,44.882602145509765,38.000514128141866,18.144500644672984
0.6661213610124795,0.037177106062370416,77,11,3,40.27090991517901,37.40798754515547,25.069448252282537
0.7582347800881932,0.39525904780075777,56,12,1,46.22826557017898,40.40203470922934,24.106122108409235
0.33971685038949245,0.57747055635327,63,18,3,37.08377156458657,30.113852152481275,15.726868901245627
0.24946953292140922,0.648367577133055,16,14,3,50.86058834077659,43.93253907247672,18.152634060884914
0.05669422744425668,0.8526505870635143,52,6,3,36.15344743887098,31.282125854312245,18.078222055427315
0.7124001219322605,0.52607581036455,67,5,2,39.493573255149514,34.64442068562708,16.124228277481713
0.6262584278243432,0.7464777092657868,27,17,2,37.30415150788386,34.99991036970699,18.253868907636612
0.8893628102369086,0.9457537305667333,42,1,2,31.886012725673208,24.63690055768193,6.507480955584055
0.14639704181027047,0.8612609633573838,32,12,4,46.31231255034902,40.171508983242305,18.178287527702636
0.4936554963849929,0.38389486781327126,59,8,2,39.07913234570303,33.97262489786425,20.81758201634652
0.19341773179174382,0.8628056710137596,20,8,3,47.41162692108168,37.895924157790816,18.50652701721667
0.7207733078781017,0.35031905426605836,63,4,3,39.50271073194577,34.54217754947969,16.79504669717291
0.22989902136897833,0.81586812620788,40,9,3,47.019943201940386,40.285764914316594,21.012259768739362
0.4150481335862172,0.8896961777625503,5,11,3,39.845262304791035,36.57655505762815,19.10672048186274
0.30743580314893026,0.023382331154574727,45,17,2,40.652169735627226,37.88730464438275,26.909530935665977
0.18722495268111125,0.3411262083153355,12,5,3,53.88866797851256,49.26915273722163,33.29641297028362
0.3905154232158001,0.7783357213696452,16,13,3,45.885260725081366,40.73015886075149,23.55993878086043
0.19948847575120798,0.4707128744361001,59,12,1,42.83415433458697,40.08617447029933,26.013982716999394
0.02226154611932385,0.5025547221228421,70,18,4,42.45086146519587,39.9901984698155,24.38614661549743
0.8266015488540738,0.7166556226912884,16,9,3,38.99397099176885,33.81110873802813,13.305068962900098
0.5582926150893748,0.1897805342674697,35,17,4,40.716433660836216,37.692680230582496,28.151939722170024
0.8804278302085029,0.5352733737116726,75,5,2,44.64813528128511,37.04385792651221,19.180241335358446
0.05372654578543372,0.3672000978694032,70,8,3,37.17227642036754,31.266165835671494,18.527944970931674
0.44979464581727935,0.1340538443535705,13,19,3,20.64775876032678,15.436863015151294,6.7700393348646415
0.2471777586699963,0.6776514681440151,55,8,1,52.542407723185455,42.86370523861092,20.262134479165162
0.6367748479149608,0.10291773267975826,67,3,3,41.511798468521945,37.60600094633718,27.38604582511047
0.7316214457559758,0.616977740524213,20,4,1,40.55557642717507,35.45742748845346,18.26323641141184
0.2778298438974037,0.02890091977621108,60,14,3,44.22498805672454,39.134487373265046,25.093582176841814
0.5795294818548328,0.44498892835064474,52,11,4,47.881111509153975,42.80798095085136,23.986384888439215
0.03044603444643431,0.2835458042244149,72,14,4,44.00373994453771,40.22691604729058,27.428530443834276
0.49315786437127584,0.6500379379527108,78,6,3,36.26862436781501,34.645187106205285,20.606621046810655
0.4371622847499173,0.9192841564054648,76,1,3,36.85347794957505,20.59173207874373,4.379065537262097
0.5530927830823807,0.6466443613554422,40,6,1,32.4312718873304,29.518021067612732,15.444108733819366
0.881367247536076,0.4664648674571178,26,1,3,35.10439859335706,31.194036217340148,16.927380155102522
0.2373193387118215,0.5838827705851456,56,9,3,57.970243137461,48.318081696673104,29.1717414086908
0.5467986799806588,0.6160265009280096,64,1,3,27.72566898093648,23.36844848706516,8.963091986719483
0.5377541637713795,0.5335647452242628,33,5,2,37.835691917307344,32.919033049339774,16.648210129594254
0.23679787909388347,0.7344586753781382,72,14,3,35.04172061994479,32.39249947672581,17.596097859163187
0.29691230742813346,0.5221951272180366,19,8,4,53.626872132415954,48.72349762333364,24.93873967075352
0.9006237920025343,0.5673465516042844,1,2,3,39.44682136762144,30.319997209450946,9.718785841467113
0.06947431200595543,0.7037022395930274,75,3,2,38.10245786044859,33.96075271365858,18.53596230489716
0.1745433530432776,0.4409832126151042,47,10,3,35.40777189044209,33.602555890038026,17.690096932735898
0.540882677134026,0.8314055897677219,24,19,3,38.89854702118842,32.862576882138754,15.459886281132656
0.31538552933305414,0.7559054991701514,24,11,3,43.863251370458485,37.65701619433785,20.149423536284875
0.6927567042050661,0.3582924730908262,4,16,1,41.7858266023207,37.105772849717965,24.136621239144947
0.5227000730438008,0.39361197372977524,2,5,3,47.88821243746444,45.3241083608647,28.506982674142947
0.33276632064085054,0.5713265208175887,45,2,3,29.346434132879143,25.86978134401205,13.402098860766934
0.4086883135803159,0.31553557983315966,52,4,4,39.87190820004176,32.859453873243254,20.97159464704061
0.7763602927530899,0.5500295995385968,31,4,3,36.40108078877021,32.66449106739695,17.031521256092866
0.425374570434215,0.058633325011554625,46,7,4,34.84276011280865,32.2647647957602,22.966791294668656
0.03909796664776945,0.8647899694866211,21,13,3,49.42203860872979,40.057707528891555,16.820257318081616
0.09590811107418248,0.501400855465962,3,12,1,46.88996497027101,42.71093810954799,24.10139663221045
0.9228356241214489,0.4979394868811027,2,19,3,42.68505671175173,36.07811627363372,23.88731389935224
0.8892117621280522,0.3343035566015452,20,7,3,50.2344988826448,47.482485683726544,28.135299148198154
0.848714356952439,0.5168600888511486,10,17,3,48.833515432029515,40.26014362308773,24.437483396446236
0.2523923338046217,0.6862809746865771,25,18,4,39.41137717652581,36.78017852952247,22.78759605772957
0.35361441672941374,0.7424297395459002,65,6,1,39.83751627748855,31.798754577354156,13.819322084849661
0.326869563729808,0.5176774017751183,51,2,1,45.439495583275644,38.84136462836402,23.112777661927772
0.12266377748467878,0.7702727838151098,33,1,3,38.6708605843958,35.307803554348894,18.060724749267024
0.846285773830339,0.23026822294426788,27,6,1,43.511954293674464,41.61492976031083,28.632989037973744
0.2615935280460603,0.7513103986517433,68,10,1,43.386411773203314,38.502260995272316,21.582378507888087
0.6779392783314174,0.31661110367103995,37,13,2,38.97111754447327,35.48797307959416,21.322097489771593
0.7963631316796437,0.7974232702162877,67,3,3,38.76920213660123,28.594214287669594,8.404317244172882
0.07067412599352607,0.3089499288959004,61,14,3,37.15146158115252,31.843293388863835,16.88423250981118
0.7350120791454012,0.24086836059887512,51,18,3,41.06269425251793,37.847754451710074,23.954551001344875
0.16562898117246633,0.8715916031801538,26,18,1,49.65419008673708,40.26204006941672,16.495173104036922
0.8744515192352054,0.08200766493695025,48,3,3,53.09059764304298,38.64745679524156,21.939557024830584
0.9005273155886339,0.8823282552171648,56,9,3,39.03349490609315,34.45711467874619,13.438056115925745
0.8409128035399568,0.728395507124296,76,2,4,33.947148861800216,25.720910597994077,9.567544301819815
0.9414211093082613,0.5213369427423722,29,4,3,40.2357202262622,34.3485723812375,18.30483491193329
0.21414235630830433,0.567878234250207,78,4,3,27.086984506676853,25.071826430983258,14.717799467760425
0.6638371880947417,0.9452515807718929,64,11,1,36.23593451332617,33.509258368195106,17.056120645503707
0.09506254434340712,0.22738767743896454,39,12,2,47.058689375563134,43.197035084402806,29.001287864552925
0.7512449081479131,0.6109197949773343,18,9,2,52.63990555875512,46.75744278867561,26.643350181229962
0.26436919163394756,0.6076929588819775,15,18,2,30.302863202351567,27.579084507363582,17.58267674305785
0.7526989963554023,0.6689046326227667,2,18,2,43.133568296144645,40.965268481239,23.86474743592359
0.017571149350512776,0.39013777404662703,43,4,4,36.82396000991078,28.000451084189557,14.130714235968126
0.8633812371017331,0.12779588734500985,68,8,3,46.91546331699439,42.23525130827025,32.44522652796996
0.175014599755754,0.3726054666381523,56,7,3,39.80985850766431,37.66637843804683,26.073444836815682
0.5524532075113114,0.8707605564799094,46,13,3,40.77707278750373,37.14370520490779,20.2136723699546
0.25366807035864053,0.2945656806906423,3,13,3,37.440932701151,33.64315194821485,20.225532660268012
0.08565773180803805,0.6482104370669325,4,15,1,42.231018042952115,38.6886314309797,21.589022610351364
0.515618946404246,0.5931762201942714,64,19,1,34.858007169225544,32.01422930217214,16.324351184855917
0.24025797225451756,0.08416540580871412,78,13,2,26.719557333539278,24.97338205322699,18.303122954891254
0.3215832564961643,0.09678781813339321,10,5,3,34.25967942399783,30.606923718119276,19.44258173326082
0.7157757987096333,0.3984754683306914,12,18,2,38.77878459077476,34.17809188542573,17.15204022577383
0.28176433951536783,0.7856347710250926,38,16,3,51.34104026145406,43.89318488542277,22.896389045101778
0.47078029654776554,0.40674592541977705,62,8,2,45.52118484229253,40.17346523948326,20.822160753849598
0.8128535753896337,0.16711000723258054,69,2,3,36.22142345810067,33.17662425979795,17.556303692097806
0.4143841849511971,0.12485899946644417,37,14,2,46.97991964027014,44.538937517558274,30.933648730158808
0.3273920003274591,0.7125765011823753,25,13,2,40.449998616002134,36.01521123690321,17.593834610693033
0.6673016864450783,0.3309920770293686,38,17,3,14.036763062952566,13.131445355013614,7.5907127160046
0.30853231304215156,0.24937610379903372,25,15,2,38.72590848079122,32.78532531225873,16.97198657494995
0.26177718769403346,0.6164812515937512,68,14,2,37.66139471411755,35.269275118173674,20.990570928431154
0.9205854702987201,0.9053479154747561,21,11,3,42.2461622382574,34.38225976605429,16.611336647830452
0.8430398826824038,0.09578519788298426,27,11,3,53.30137226219138,51.67932817969266,38.92096480374093
0.915568006879075,0.7240052267368333,31,18,3,29.90058924418992,25.74024865222944,10.323514621258019
0.6797444353939932,0.05737355940264743,74,5,3,30.032545635744295,25.899558646415592,16.502672121786134
0.1936549498921342,0.21690396086982494,41,6,2,37.709434256655896,33.83299821933555,20.46509858079331
0.341721191660698,0.07339758398870651,53,18,3,32.53162609241281,27.56907127927863,17.63725312404309
0.24894946361633943,0.49326391528210844,28,13,2,30.405541302643062,26.560259000258434,12.808522118607058
0.6638996000606008,0.05539922721067948,42,10,3,21.268465743706482,18.844089507186048,10.533212651878516
0.8279051984490698,0.7319129452577957,10,5,2,38.12094950453758,34.057894585778385,18.17679209484138
0.3278592345400975,0.5900223387614134,59,13,4,38.44641333374611,35.12363059942144,20.736253860562925
0.5310825001251989,0.09463632327450407,27,11,1,24.098310839845276,21.26549192879214,10.982266185853469
0.16006353200081166,0.6903564271047011,22,7,4,40.59904795847055,37.297120574330805,18.204728674913632
0.7422935840775119,0.21332983187248364,39,8,3,36.932431187971474,35.763446240017934,22.943469442750537
0.7011954501930819,0.9081677582172801,26,7,2,38.26246335876159,36.11787647013331,15.863471985926246
0.5363240647094842,0.8963893344671434,52,9,2,43.20481239276342,37.62987429286329,19.812931882586387
0.9334055173172546,0.15025769297164446,39,7,2,42.983718847146804,39.29489821204875,26.774232620551608
0.8004284337410971,0.8156369553849644,48,13,3,37.434259116812,34.46643284475955,19.67995808430053
0.6933943279744392,0.8030727805439676,48,15,4,48.01223382788184,41.00112523244239,20.043217786265828
0.155218153328425,0.27207622242613616,75,18,3,34.50758001675054,32.77411064753814,18.566326659734646
0.8265671079490855,0.6187911458448924,63,7,3,42.78272683535046,35 .87877248925972,17.80988735175699
0.4754344878702667,0.09857211233666371,30,18,3,42.75458606325316,40.453516323224115,31.46958874656785
0.2184207584750089,0.407184647699652,39,13,3,36.27284828631801,34.126824552916766,19.027565525758433
0.9428901804943256,0.25251817993703374,54,16,2,44.96293829172245,39.41182543874577,27.945590528609838
0.13447327861216368,0.08079204599291523,21,2,1,49.324688203662824,40.08340975809699,26.75137176133249
0.7572113805831178,0.11335928707214366,61,10,4,31.85713483496557,29.491094554367812,21.228414381968136
0.8478470209290969,0.21396875433102153,49,2,2,39.72293852553055,35.43517001522586,17.975419311484245
0.03520898827892619,0.10237479801653877,50,14,1,36.981544528786586,35.41893779186481,25.815961450435047
0.6643436500070935,0.8924341374490706,61,17,4,38.2538524685034,35.12870834482016,18.4229983426437
0.8344531606099236,0.27031491556224796,30,13,1,47.905115140184776,46.29939654458901,32.070114568928
0.11676531360546392,0.15801204062089091,20,11,2,37.23678007250206,33.50616060613571,21.408912690262113
0.5002432014593009,0.5079562492747905,13,1,4,38.152901554170946,33.48266598594277,14.801436668487012
0.30025593366603537,0.7605716120655461,41,6,1,43.491121941104126,39.35026543194562,21.011226215971618
0.1579428771215676,0.8507721443009413,15,11,3,39.31081633131089,35.20977619449355,19.726689138219424
0.49672671812704283,0.4157414095616097,8,11,1,39.01507981858387,37.81639965416585,26.53116434672669
0.4926407369079247,0.2540644758299486,2,14,2,36.971232107170685,33.118328697326035,18.36290562094364
0.12535506341842986,0.1828893174297316,41,14,2,43.34096971261225,39.63621531830818,22.78213763315021
0.6827745343163713,0.874250633806661,38,5,1,35.04255959804958,31.441943773867802,14.614453430331318
0.8410009319909254,0.8543730345061543,73,11,3,35.311571339496545,27.913514258505415,7.944983804910577
0.10363838313297503,0.1797539798097018,75,9,3,29.06308056172007,25.973254180107425,16.834841240367243
0.27714128937968313,0.5919554121044582,55,7,3,52.55876511422848,46.88806023390693,21.03045969978923
0.2567863071075618,0.2836363801447157,17,18,4,37.29902882232426,34.24309568750809,19.8598980837636
0.4581583283207493,0.571045823468761,11,8,2,42.88738736501483,40.73791486033718,25.95671494748332
