Crossover Chance,Mutation Chance,Num Elite,K Members,N Crossover Points,Avg Max Fitness,Avg Top 10 Fitness,Avg Overall Fitness
0.1768935576635455,0.844885791413397,38,2,3,43.82046280081951,35.40112803685626,14.768794170809294
0.5145536575594493,0.8873099065468717,74,10,4,36.158682505176806,31.336167577158864,16.07164042805799
0.7488690856139819,0.672058923543577,19,12,3,38.59364224764807,36.60978083502944,19.409551295948344
0.6581862849156397,0.6311551293735366,46,18,4,35.82024602100883,33.52080895083499,17.93583015572844
0.7156441265682774,0.38527579766034464,34,16,3,56.397780158851546,49.28232034449945,31.16132414695435
0.04029673167787378,0.15230481865117107,11,15,3,33.0613922587536,30.949906804712224,22.274879607715956
0.019824957863967207,0.286986757748576,29,8,2,32.683496710864745,30.496118044422644,20.238974078138327
0.36464810660409974,0.5042913850451276,2,12,3,42.87884282303815,36.65625802373526,21.987280871409197
0.21214548544280365,0.8089419367641916,58,8,3,42.71508861804893,38.61283265240248,19.536648143752487
0.42057017264896174,0.16351096444173174,64,11,2,36.3597444753363,35.4039982508523,23.516115040017247
0.6466476195678317,0.5724277023047689,42,12,1,45.382769347441474,43.005694514386406,24.956123952274663
0.7953764025992085,0.34962937311192516,13,1,3,41.3811902694402,35.38688679535748,15.27706463198961
0.29846636807611354,0.4609830217028658,49,6,1,45.91191564992637,40.082894907443254,22.92858088691682
0.4496913542856044,0.23440695589655727,22,6,2,38.137457650558126,36.650452374847255,26.37331782218611
0.9253321803058052,0.742286794695502,4,1,1,33.439061931522886,29.13333243017295,10.442985678338637
0.5191422752662208,0.07846671074190126,48,3,2,39.740198029011935,37.50477448861902,26.15284018567016
0.2382810224447175,0.3340199403490311,47,10,3,36.25056375236852,30.37568504551682,17.566980456355097
0.5502282083873637,0.18641476543570512,38,14,2,50.365281230193034,44.887972004421215,31.391077307872383
0.4919141215840404,0.5288062857611882,17,14,3,44.315425592199574,39.89676333392714,18.307223096072192
0.4990189540880922,0.9489720816188782,73,3,3,34.002431612104246,26.931010909492425,11.56043210750868
0.3305202181847439,0.5343939301798822,48,16,3,43.38084242602585,38.12776009552756,22.044715734436245
0.6406708767482355,0.18519271193942438,24,8,3,42.27540346944524,38.228042137948215,26.652896732078645
0.5211424685755237,0.19577700302994405,50,16,3,40.17059342679816,38.85245477405601,29.666305520761156
0.40505343759689344,0.0827888217327709,8,16,3,45.77292426530596,40.19561923277506,23.37785036762089
0.0968022480422578,0.33958513379116834,71,19,3,28.63336563359526,25.83168203575345,15.154737588811438
0.4433864473773496,0.7905894032941753,63,9,2,43.69718847966246,35.485691920377185,13.494426160090727
0.2542008088655454,0.40523809519335785,8,3,4,51.146922817303164,45.14492068269325,21.592666326753275
0.3214864214569861,0.35221330696262687,27,18,2,47.3990834038318,36.91394917427228,20.43014773451888
0.2864900819312996,0.6592233282640108,9,10,2,45.94483514619184,41.66281020784167,22.868003601380885
0.22663987955701334,0.2497622577487099,22,13,3,36.407056234119004,30.706615098968815,17.985695706549023
0.7318090832796004,0.6878211559965992,60,3,2,37.77283159551865,32.745732074794574,13.395479067870584
0.6481514329476963,0.27648966504971384,66,7,2,39.62512190464741,33.38082634941434,20.66253066674463
0.1068785305244725,0.23451468287681407,34,5,3,28.63460826718718,26.321347942610394,13.649127861264395
0.8558637845339131,0.5654161236808396,2,11,2,38.70180316407777,36.08756676123903,19.29868792274649
0.7290466105623279,0.4148875962524128,42,14,3,47.56045056897463,41.67306595956796,21.213408157315765
0.6583373859193815,0.09633587347193198,57,10,2,40.21883373506882,36.417293163810726,26.81996142969561
0.8028449463283506,0.49529689566961765,33,1,3,36.11978357080429,29.88718092450863,9.608391083025491
0.7981114587858783,0.07144634114042309,7,10,3,41.2936215173939,35.65231817701515,27.075742334671872
0.37263818636640983,0.25431046745346564,4,1,3,35.02523460505498,29.885051447496647,16.088693519361573
0.2802412880556774,0.011526757923103608,16,15,3,24.27789128153531,23.26521302182455,16.686363689994852
0.189608294743635,0.7236692809054623,8,2,3,39.04584527127807,34.01648776569037,15.487518247724026
0.7019692994039535,0.2527648750902545,56,15,3,46.92170287035887,41.65037972080761,26.074634692322807
0.7264189383862247,0.2060496420437197,31,5,3,46.8306155107239,42.462799260539114,30.133304420443242
0.26821075143845874,0.20232537257328764,3,16,1,41.84572539124581,38.964052857951586,29.110371321333353
0.24032679644704644,0.18232201294487319,64,17,2,36.670926527820576,34.72241664617593,22.53653493779499
0.6894381760233125,0.9266022049250546,64,7,2,40.986084379999696,33.58863115450231,13.175152872869
0.421803550764315,0.5903969390523561,18,1,2,40.5941701933742,32.23645232306954,15.394594967358847
0.05345224432591781,0.05893128729441946,47,7,3,30.44890406233512,25.258561163424453,13.273095241609527
0.6477716000281094,0.48603459485811296,23,12,2,37.999419074744026,36.70446211671125,17.128515515809127
0.6204818524333853,0.08411159821680807,61,18,2,37.97368559308269,36.619514892870825,26.0057224625485
0.18411727143335116,0.8960432359267909,39,2,3,31.28253961877477,29.50418165193517,13.249553465871825
0.7482514872183368,0.7531858255535299,55,8,4,26.28927349178219,19.19946785191984,5.900043215073123
0.5206508447088181,0.5146097322203635,58,19,3,41.80557918939562,40.84801266984639,26.149285200251594
0.41454214200303774,0.3350141570841473,2,13,2,42.29586163868231,39.33155630837559,23.935591450244637
0.7230017789480362,0.2563994532436994,11,15,3,42.04449000845115,38.51980618059519,23.675068673413133
0.7795998426511501,0.3781757342811706,38,8,2,46.58889011766483,40.769037381322434,23.745640883921816
0.13461179618420618,0.6230512241253676,31,16,3,51.29511719464948,44.09112734673022,26.29710305807566
0.5269707354578708,0.9021126983952656,51,17,1,36.09061701210966,34.27798331257206,13.865487570530531
0.19370681527121844,0.13394841951471217,35,5,2,39.41405424279097,34.326436648731615,20.99607524820676
0.7656693255511761,0.2575298543148053,7,6,4,53.99121966889125,44.122786989372585,25.399988553482544
0.8258651492885523,0.41990690575946416,73,16,4,34.119128107373676,32.189441502933235,19.718685672850203
