ea,group,run,generation,genome,fitness,gain
1,all_enemies,1,30,0.21683477117873817 0.6264310860856901 0.9081553201340781 0.7215506964498526 -0.3259230230598398 0.9663601276446642 0.9883940961373607 -0.9337633891721417 0.2257840795825503 0.9861800991546428 -0.8553214252151766 -0.7576838376983164 0.8735457153582007 -0.9691885952620902 -0.19416058308667866 0.23428651566983819 0.6244682301749142 -0.5409248705854474 -0.44159921999923535 0.8066295447611187 0.6657274050887884 -0.5480772173425997 -0.5917732578969448 0.3451105330856914 0.658791673801474 -0.632357754514028 0.39512677595031875 -0.2696717255463372 0.29921780886321936 -0.6978730110608184 0.55558181921382 0.34163395461924817 0.900222055171912 -0.1956793382741471 0.7416049401451499 0.4146440971023426 -0.4012910107549781 -0.47739005185883654 -0.45892869059989316 -0.8507339594474259 0.1449615736860259 -0.1757566834713462 0.1356124814227031 0.8224986353764119 0.012965145462318084 -0.5263337850547027 -0.4269141726139627 -0.9130908525039563 0.3733236745076229 -0.8504220572730692 -0.037786793241071814 0.00838840525630391 -0.038663404804262946 -0.0022127256708002196 0.5147938823026625 0.9771538777698914 0.547661803301595 0.15732487387248706 0.8310372370691514 0.8481070404544735 0.2795342547095936 0.11813092596014396 0.5743820312320499 0.6391201644423754 0.2890762954534154 -0.31055167486904267 0.5048349636524212 -0.7583758418460593 0.7089100196585907 0.6533592329167718 -0.19340898408813123 -0.3752510221289883 0.7119341854397093 0.484013530186653 -0.8218937424009027 0.7164954464374983 0.021861941020115072 0.7385419399307988 0.5115880715484418 -0.15194192748545293 0.2928702311881892 0.24398135521279984 0.7096012652043717 -0.09186679155634403 -0.3680181766144388 -0.41964293048054335 0.630796568111206 0.7645899975043501 -0.39113687329587465 0.9187108346666966 -0.2059042502421844 -0.12114242420534646 -0.09662212638458745 0.6675454730215904 -0.7995563332523175 0.9558298139435442 -0.9404222336569167 -0.36055904805594485 -0.9726197786361204 -0.7108101846041002 -0.8257964001813878 -0.3360042433403514 -0.5784536743427124 0.6582593060581845 -0.9996794468141634 -0.10712878622945343 -0.565285500545212 -0.9720347010349608 -0.009453275251735116 -0.826701867878666 0.5405576202138354 0.25525365878050443 -0.7162979898378743 -0.2089869546922356 0.4979108295808431 0.7591239737448607 -0.726447918028555 0.9550900884297024 -0.5033506128531038 0.43013587549681276 -0.6421313060554469 -0.8778154581733366 0.6552724458336254 0.2243589990370513 0.7890454950043275 -0.4877604485637419 -0.6076086331483039 -0.04362581870936477 0.08898115210702584 0.8319617448959062 -0.21412923080444068 -0.26608629510488807 -0.38987924415069575 0.093537385259429 -0.5065790989386167 0.5847290103567082 -0.640160863450977 -0.6098141396594126 0.618773883266279 -0.744061893862124 -0.662973468722589 -0.02526009846400412 0.2953642193626412 -0.3786694924206653 -0.19171156186747362 -0.07882044363120033 0.5616374763627083 0.1553874932732202 -0.7384511452181137 -0.45097923817971197 0.6420806110801387 -0.5631530527891957 -0.9238494762256029 -0.710290350530883 0.05820682165846147 -0.9354333970388615 -0.20956228435505544 -0.48280991970683096 -0.9039480604093092 0.33964808455364826 0.26842484573560754 -0.3040488635534677 0.3933107017594193 -0.2678713831814272 -0.3984702386704946 -0.6762110456925434 0.12768334685815486 -0.9120679193503207 -0.2103669091086635 0.8038164786962266 -0.16021504769949188 0.14825294570613723 -0.9842842383499804 -0.02044358344441921 0.5077400311216128 -0.5189640638755411 0.5023716886405809 -0.7924448295421203 0.7286035845756913 0.41494466679124975 0.4041642989786485 -0.9365270287089558 0.030642606003556505 0.22953020643627853 0.4350608711273034 -0.886141814880196 0.5849909605283579 -0.38125421349393207 0.5205441627870999 0.5806832594603513 0.5895406343687222 0.5478110695650813 -0.7660688130655529 0.1889026995302881 -0.8172492927304791 -0.050878051828538995 0.4440087093623531 -0.9337841696632335 -0.6892553436260374 0.417203772178953 0.7511840591086784 0.10469486043468956 -0.16720497593758882 -0.933348646857841 0.8964632829011643 -0.226796025126333 -0.4976787129394262 0.7896974173024864 -0.7638387325060079 0.8184376914393618 -0.1476625880933948 -0.5155427251987479 0.5296299412476304 0.9373630435294702 0.6331257836692261 0.43474818417213745 -0.4494475205346944 -0.7366963278735217 0.4113783507185121 0.8852673608608859 0.11481563899078684 -0.9186057821105988 -0.412438307278306 0.5458559657852871 0.48758638832185747 -0.8766782496859533 0.9277290740223592 0.732759406911295 0.5413552726846655 -0.48884824512930525 -0.4452477542639204 -0.07366704872073515 0.6826408632666416 0.38698378099281 0.03313141383601037 -0.047128685839661566 0.04696971168081787 -0.16739094774928254 -0.5997484858632733 0.20982957737440144 0.5747796782741081 0.7539612741862 0.4202811784603414 -0.5705020549129021 0.42732111499143244 0.6254271368826623 -0.841318860002936 0.8871316856314972 0.6710210612935328 -0.381604276610201 0.29371341107525173 -0.822237637620429 -0.6969414079460445 0.8447374731128812 0.963168939373946 0.17961890426579719 -0.25180241606764664 -0.42433756524190014 0.5471003615489394 -0.9440933892269003 -0.9936260619734998 0.5889160778003776 0.3539518936568513 0.3350716486622951 -0.2830990730587099,27.52202373,"[-70.0, 70, -20.0, -70.0, 64.60000000000034, -20.0, -10.0, 5.200000000000234]"
1,all_enemies,2,30,0.21038680497771706 -0.8739007320347019 -0.5176679407305551 -1.174629769832868 -0.5262850511410314 -0.9522178811079564 0.43448999628094165 -0.3066425087328632 1.189928097109229 0.7132808299002895 -0.12802154403693997 -0.6928969639556812 0.6753373511485932 -0.7233718612466753 0.06656898887555851 -0.7436464026395577 0.22499411431076694 0.28408340223011996 0.9514328456272442 0.3349004001358881 0.3159786441263266 -0.5059907740702333 -0.5830017911087223 -0.15229689570165056 -0.9195462495625666 0.9125968114216868 0.17545164929253593 0.30295933827004706 0.6603023731032027 -0.24093810782247083 -0.6586595877575235 0.578450621825326 0.30978382565494983 -0.7863631287661809 0.575868044223903 -0.8358915348345655 -0.4461504060449605 -0.7903338206560556 0.1866861531469855 0.35238199886811206 -0.45333742826723633 -0.08829197343831272 -0.7277497919887893 -0.2587487049170427 0.700101335480186 0.7982631494554135 -0.13704650568145088 0.023727798033198244 -0.1294762294389245 0.7808713101182931 -0.40840406922745154 0.7332171565216437 -0.2363743843387766 0.9639810557964799 -0.7644520618963992 0.7542809015051246 -1.1955351649101746 0.5776929828563402 0.46845631767349455 0.44773967431489314 0.0800319936973145 -0.1994415081599093 0.34285445438772455 0.7348754451194455 0.5665065774977192 0.7565550111862083 -0.07883661438035294 0.8037003547829034 0.29840888604219473 0.34084014509703475 0.33308624170113255 0.173818192713447 1.7891046628572085 -0.5970684393723894 0.909705954770976 0.976589762869102 -0.4569086420199354 0.2327890070194063 -0.053913181169731095 0.12022328839940821 0.40904061615921616 0.75863386950624 -0.45030299899083315 -0.16992444742924273 0.18741838120624543 0.9155256903676201 0.2785843613418874 0.26306050622622656 -0.2748313773112334 -0.704708464132497 0.6579467672490438 -0.6205115259277754 -0.21020328124631638 -0.22705650844124514 -0.00728976035353061 -0.1367648794780773 0.918055281895585 -0.7473974903519631 0.8313409985868632 -0.4870127588177182 -0.6155092737787933 0.3637686194506564 0.0679114851356366 0.8169590294355372 0.8205561958414302 0.2585329768443649 -0.36406668721413404 -0.5857478891520602 0.2825668736530249 -0.30961430809652807 0.7994975408218208 -0.577225384275471 0.881868929034318 -0.5286196974083364 0.5024921740808894 0.5463607799797126 0.4193217570554275 0.47976463888495263 0.006027568634006358 0.09255314059635236 0.975102200613528 0.8393090199068132 0.007497725713485847 -0.1337125406089521 0.1880001860960224 0.7858480079269952 0.2227123919293071 -0.6521591490874767 0.11516368372741267 0.9329535667979411 0.8634381616746402 -0.7111740746182309 0.97582492333514 -0.557718834752801 0.08106530547721036 -0.9049457908962597 -0.7496842627655771 -0.07126596566322706 -0.1866838305014462 -0.5805285655237482 0.15888947569629086 0.44772231786121497 -0.30776334166160924 -0.13350416800527676 -0.4664260288835844 -0.15007447672506724 -0.7762829409950809 0.27653332763496835 -0.6688706399457001 0.8108782821149304 -0.1216567465468883 1.01312157859383 0.9028546004496543 -0.28432857111893745 0.9638934373689925 0.9340683618048058 0.4938312612670803 0.4292676545878078 0.9118679610700198 -0.6628108581661893 -0.20959766961586812 0.3408820903608585 -0.7708764106285506 0.313733726248437 -0.4143897904991049 0.19436030315234132 -0.746156700535627 -0.42380813703476283 0.040149402335201534 -0.9940136534152837 0.5797282118606126 -0.07897442766831522 -0.4401330800292961 0.25086288568046033 0.8837042410011933 0.4901319177840604 0.6435723193918123 0.9557552937003999 -0.41661293430782803 -0.2954980033369212 0.7137258871636007 0.5421854377980071 0.3315457538924709 0.8804540970946719 -0.28202088705300554 0.01989039246054869 -0.2117165855284282 0.7456155596068172 -0.4093955530092865 0.9796826001275607 -0.0012350941307511937 0.19342667286710644 -0.3309428485527342 0.2921943284897157 -0.0008215716667390183 0.32733565201367687 0.887765269531331 -0.665238757558637 -0.5615674737736338 1.779158241058221 0.17868483920100098 -0.13016469498392755 1.2152329147250922 0.7590829017339125 0.9876804960483907 0.7042236109885411 -0.8976292087313349 0.1603608728415961 -0.9491339546971299 -0.6359335888542248 -0.8494848896268214 0.18235643384377012 -0.9366229771984256 0.7890557097588997 -0.23331608107290425 -0.7523085141501652 0.9289544445995834 0.9016855544612458 0.42658938404842806 0.5401915443709031 -0.6134721406898367 -0.944357202087446 0.7636126684261745 0.8084387262854779 -0.5273681056394439 -0.02541257181145412 -0.7795997107498743 0.12602521768043887 -0.4483538782999056 0.5297908769527836 0.7368802817231348 -0.7250753006011161 -0.6818755194379422 -0.06062985844919999 0.40058831686248114 0.4064728918494675 -0.09019967003218872 0.24470179045831564 0.3049036176227759 -0.5502206255403791 -0.1978464805826167 -0.03992367591064653 0.819872268337047 -0.22018407409106988 0.37377610708578524 0.8834577023927636 -0.33617907951019643 -0.3006977988947428 0.06856548279645149 -0.22140497316049967 -0.4785882662799976 -0.4326084584397819 -0.7809676362553349 -0.13499227552198456 0.9246940450859222 -0.5874659621258088 -0.19607746031852336 -0.5699423455000165 -0.7096079186007318 0.005762144224056978 -0.3587652172362331 0.9137301004607313 0.3509272048193549 0.3453862270908267 0.9045634347023699,23.474531775574064,"[-70.0, 70, -60.0, -70.0, 64.60000000000034, 7.000000000000233, -10.0, 6.400000000000233]"
1,all_enemies,3,12,-0.9320513223981703 -0.7678448664171968 0.20213752016630293 -0.18048485914177337 0.17873966262969798 0.1643795208684531 -0.04732298721980621 0.8825038710492303 -0.7757450513482484 -0.9431520357713303 -0.2571768235166325 0.8394338323264727 0.038144217274173275 -0.1115223588267773 -0.3217311080011206 -0.11015595093644204 -0.701187485940997 0.3079670318631331 -0.8805514821613807 0.2843474381257256 0.7454728526443013 -0.5917730202447613 0.08692339665678706 0.7612434754058326 0.36141351689187107 0.393614387627561 0.5037446287115601 -0.3764337698407969 0.8403934510326618 -0.7068493243099616 -0.7617245378900108 -0.2987994099975299 0.1568404058345787 0.5545410011448137 -0.7115542578251227 -0.8322745274311556 -0.7421901266769766 0.06787753094656324 0.39105881278111493 0.4154822609501234 0.06163466226805969 -0.5469760989403976 0.046020573743615234 0.28611924470485905 -0.5501136165438592 0.1274299424069305 0.13695172737930994 -0.6454405703221753 0.34746726516864546 -0.14664852739653966 -0.3541681016556928 -0.13592969272637512 -0.6828470200535453 0.6462649364893954 0.4484366836248417 -0.8121963206796734 -0.6775797647021593 -0.6235767715366682 0.824828595635045 0.14967111716251147 -0.8346605667962269 0.7216828655523416 0.4172309274311684 -0.8255186715274827 0.07023263472872565 0.4318890960109716 0.6003082994718365 0.9756361476669124 -0.9348996858755935 -0.9026592209727573 0.1385151903109889 -0.3200654080376927 -0.06918599130533387 -0.1763303239671712 0.5958658460480712 0.5956658501341479 -0.187919689717849 0.07896388153527512 -0.8147531178290321 0.8999957504944154 -0.8181440830663846 0.5592049075914769 0.11848243986676765 0.9134296422937125 0.7108008256767235 0.04391896092082104 -0.8865008819422562 -0.23669399382337647 -0.8237129988699545 -0.18351810067607993 0.8425896405526311 -0.36733106015064343 -0.5447122641078848 0.9225722041012094 0.7016768779432949 0.07914585530023781 0.4250722606076436 -0.2228891512087816 0.6421598821272969 0.3055866609725456 0.22680175306120995 -0.6213207746986706 0.8999480991149732 -0.9092352488972781 -0.7814316649560922 0.9317782423590375 -0.9661117481607153 0.33790428214297163 0.18746162296645197 -0.2163736537875034 -0.6034364611805019 -0.5647451491584157 0.46630212288759565 0.5714901426844883 -0.15674827644241995 0.4008594960015439 -0.19083299098892814 0.16413969169101716 -0.7795387408360538 0.48185365667939917 0.2879031123384874 0.9557478799065258 0.13691919338304995 0.08704762856498416 0.36342048188796183 -0.28652776050096135 -0.5425126632791606 0.41013527333318933 -0.5508085418066808 0.3585283324101385 -0.17598698005551427 0.7575776283937518 -0.13215762103996287 0.20643317013989493 -0.20596603985893935 0.7291146122230723 0.5078543426050071 -0.13618038553164813 -0.16587792076697105 0.5490186346399274 0.09574211368829953 0.46036904492391706 -0.9345029554924873 0.1125682873694076 -0.1515072567293454 -0.16191636039991358 -0.3897184250885515 -0.9601483493416202 -0.8198720475463355 0.2366204888935005 -0.16991759896745862 0.6249196293698159 0.6991899617489108 -0.37448092791000787 -0.5004605761255598 -0.980116387634677 -0.3239275927223787 -0.2772991773499087 -0.8301565385787355 0.3220480675905457 0.6739817636968612 0.7548024796424155 -0.19661372434125401 0.6809621010309128 -0.7440856902422059 0.5965859275511232 0.5983600397672056 0.312054559043756 -0.7994276351757919 -0.6050483977596128 -0.5011333123682693 -0.4317293270464406 0.4703858423517245 0.07749048319069352 0.46662968045522013 -0.10440017794295886 0.9486097658037556 -0.5231132605126767 -0.9521060765661042 0.18718670546551625 -0.7179165241494516 0.882410592650557 0.6281806848044944 0.04889167019638485 -0.6476147466984714 -0.4399029983096736 0.9449913068998972 -0.4708144802564576 0.23793195517233756 0.3849824604642804 -0.09126039136917763 0.27081952030879863 0.4386349688319754 0.9258149498764985 0.5561021775892798 -0.1795756758371137 -0.47030849627773463 0.9543321571188939 0.09171814221837948 -0.1267966534098104 0.9947758039366119 0.8056622352459273 0.1533178525946559 -0.28575704774762856 0.8779982401131787 -0.5537731661048275 -0.6145517931663962 0.3726247757099559 -0.27949548844399474 -0.10507520672209489 -0.7998807074494887 -0.5350366714401564 0.1461129875394631 0.9822492348651388 0.9725909847893583 -0.7761053222117869 -0.6217955905400203 -0.36808271481659316 -0.7340742182685609 0.8367772174898844 -0.17328199649690812 -0.9078973195337978 0.5338062802397243 0.8997573069250415 0.13359328555335814 -0.6802909486281377 0.3302389689291074 -0.3574511766500317 -0.8120783543520804 0.6204426665271887 -0.10942453775593472 0.5517480121982608 -0.2359617468211872 -0.08763284499521684 -0.6364809790482999 0.2761629544423141 -0.28513147029631924 0.44173657061559024 -0.5530422876248129 -0.9319855634144736 -0.22132334865731473 -0.1913346214847902 0.3058894515954358 0.9251479011915134 -0.3511431709898629 -0.881237307671866 -0.07011337771749027 -0.612684149815129 -0.6798307052796304 0.3155493267206788 -0.1763827207602453 0.8057054372758616 0.828432357975641 -0.007627958048150862 -0.2378595091755593 0.5073441853522405 0.5571488220588714 0.92626742351795 -0.2769471021773536 -0.13000348943168455 0.07544487163728535 0.2577354184796059 0.8792405133556092 -0.44911684965002596 -0.5595748041911928,27.86541636902355,"[-30.0, 72, -30.0, -70.0, 65.20000000000033, -60.0, 32.40000000000029, 31.000000000000263]"
1,all_enemies,4,22,0.08247313653885747 -0.21047672595628475 0.24160321778365712 0.06580584083573296 0.4761229306833339 -0.4212931992783826 -0.883412333931676 0.005740048505006142 -0.6323196768407764 0.23853102665995496 0.00190469067611998 -0.592938680895514 0.061545649739008355 -0.052370471079893344 0.11576302336024868 0.01594958811073379 0.6074341171282269 -0.2796765564592084 0.9370933608953108 -0.8436860769057384 -0.18495472963280232 -0.20467146899436894 0.20452190706473639 0.5239822147336848 0.31100250367804505 -0.11437803668902435 -0.8318418318686738 -0.5715556357297356 -0.5034444287520798 -0.9675027960793738 0.24905448647430406 -0.5498419333576574 -0.8891395581388639 0.19141798114490033 -0.8504724383312954 -0.1188510727923815 0.47782971874345104 -0.5081946981858216 0.2831222606793524 -0.8856040142215822 0.8158563701329351 -0.3289579842735666 -0.08257933510831705 0.32614542748201475 0.4087869184923532 0.7240243462183176 -0.09155234380593535 0.8037733468863066 -0.6796880120648026 -0.2700602079957871 -0.25818802400506735 -0.6608102720302216 0.43773740356337776 0.07173722188301901 -0.6607570586131946 -0.08298344836010729 0.8999671182570301 -0.8175560107766466 -0.49107742315708547 0.7414751713220191 0.1682799812535929 0.8639507035124269 -0.05143338196321623 0.3400625349626196 -0.4302924968447864 -0.2967240694353654 -1.0101985505028317 0.3237575193915372 0.4445258847624741 -0.38648844868489673 0.056225907992231594 -0.9584749883600852 -0.20700330316657645 -0.6218883994986933 0.94076175025122 -0.697202740206943 0.42480487022736946 0.8701015345716943 0.06339997132495312 0.5796566866627493 0.43247282370226814 0.22977627288152225 -0.5088941119912804 0.3006163347289923 -0.8217515093921843 0.053726776502611616 -0.22485750227288664 0.8480298696873146 0.07646781394349689 -0.1483494619638036 -0.3667485375682047 -0.733300661763263 -0.7181257065022066 -0.5313238431608853 0.6211203526115197 0.4544494391453045 0.07818535806163696 -0.40165963901982504 -0.850790621227004 0.8541670620489621 -0.9718025681662128 0.6749129626974268 -0.09409866746189625 0.7318318531232315 -0.05613684703885102 0.22958056352949985 -0.9334004971138811 -0.3238244836198543 -0.6442460018781357 -0.7724953181835377 0.05175441912685197 -0.8551752624460214 0.915470718873292 -0.4525967278367567 0.5525394539927406 -0.42948258748581614 0.48809634512762096 -0.538228958875067 -0.6948464271761832 -0.03779706321254237 -0.05656217270067171 0.1418186905619994 -0.17007638273883763 -0.6424422672893708 0.9598546887069551 -0.587101607422537 0.6760220270985668 0.9145487664572597 0.5189283915637204 -0.5206726546177087 0.12795458696843842 -0.8164020730288164 -0.5077717156714374 -0.056614284174303045 -0.16386511917725777 0.8326646992146214 -0.9214325658567929 -0.7311697265890118 0.7982701471307678 0.14982794698141355 -0.06517433991542111 0.7216282403508116 0.4742108854852669 -0.8408424187549393 -0.30230278003803307 0.07769376062756606 0.5006671661317095 -0.39942812197897304 -0.25131289612663643 -0.22206610803413968 -0.39685692588324667 -0.25161355662831264 -0.4450839721732437 -0.3558045812514603 0.9852619428201093 0.2962025737712939 -0.7745762308908941 -1.018716213789583 0.28708991884047097 -0.758893261394782 0.8653354858219979 0.4779573070095302 -0.4483179964152726 -0.3955032144436815 0.14774473531137855 -0.35499162182571364 -0.9093025015065029 -0.5129031013451218 -0.10705917671553289 0.3888020296167565 -0.654736422948379 -0.9429140277700729 -0.2932917400215763 -0.45494499913580677 -0.849049187327185 -0.07060125784491533 0.7551382218257217 0.05865274591587366 0.8159403044725103 -0.9376937906934093 -0.29146193725154435 -0.9051027501533547 0.5691211087437058 -0.8394050818220852 0.9636912904500432 -0.9189098672101719 -0.8120918425726562 -0.6828871262979452 -0.27542967039842803 -0.8977181521668267 0.2918140303168171 0.7364901060668734 -0.9423828242355692 -0.10457131293366341 -0.7105420708060268 0.4551303212154783 0.8509894210753826 -0.38051316598776785 -0.24626111492448355 -0.03647284645244686 -0.514943018788365 -0.16082503777173263 0.4091695325461612 0.611440235940313 0.47198465634038067 0.7931025684948646 -0.11229349810801725 0.4558980212993675 -0.9427412464121527 -0.3639855626537212 -0.10613979872272683 -0.5129886593728472 0.5104794646692937 -0.2421766702659105 0.23173768453109211 -0.953626321819961 -0.06213238652968709 -0.09132781539878398 0.8043106631632695 0.39448093638096515 0.283878590551255 0.9392943592185741 -0.16727526238067175 -0.6771757105776102 0.6560183650967293 -0.09378099361923287 -0.8925410819621713 -0.6066370282997531 0.4378136102450938 0.5793681353086555 -0.7114542448650107 0.5783371480691402 0.8967872159348242 -0.1798461716311719 -0.5124527678918536 -0.39628451697048356 0.24293338623447425 -0.3941265958987912 0.4812078078854282 0.31081943706267234 0.8031304870191156 0.3011837323169897 0.16444591807618458 -0.19848996115787165 0.7670093577386528 0.4411643273620461 0.5817291509178487 0.8509804519291884 0.4262526267889788 -0.49409680485362534 0.6460690583067836 -0.4934610127705612 0.8471155694270693 0.355691012643675 -0.09644096202956365 -0.5414984484931811 0.7347602350010882 0.6362294350926485 0.8661323993320409 -0.9145912999121164 0.7115456446405837 0.097359696359137 0.05117500347742676 0.9565863992854933 0.7678711900628461,28.762743775722672,"[-70.0, 64, 8, -70.0, 63.40000000000034, -10.0, -20.0, 5.200000000000234]"
1,all_enemies,5,24,0.17866446571673467 -0.35284731592421265 0.18804637553151268 0.9911247085537349 0.9053747838814705 0.3546169976653044 -0.5805662452129985 0.3893804731775887 0.5089344431568671 1.3682317864980784 0.6734260341180439 -0.7522563643966682 -0.056908324857766424 0.8360951223156092 0.22890911133297162 -0.7896437201527297 0.6814825142557686 -0.5966563824831859 0.6978473529928257 -0.06524902156192725 0.11573198941068467 0.4516436640734092 -0.3503866926290069 0.7140033692783299 0.2819875455455424 -0.36466910094740657 -0.42358664933015744 0.28976649017370315 -0.819024064842246 -0.872355332142211 -0.381453946048366 0.8170487944724536 0.9964429179868488 0.10127420471306553 -0.8442840078827059 0.12663223706926008 -0.8328053568343274 0.9850248447969141 0.05223568683596882 0.9206899600522769 -0.19330203943521976 0.3651170195863812 -1.7431187310805543 0.27863876729595277 -0.36784497765060076 -0.9711464788508521 0.5376820631221266 -0.5108107914907729 -0.5789208410048003 -0.1299090830531766 -0.6885887742777494 -1.1008718685884835 0.9562627351235515 0.7752273471851265 0.615688410925889 0.22230980921060417 -0.6919317290591076 -0.5748765413772405 -0.3866992711350245 0.548139323689053 -0.572057226126794 -0.6659900141061186 -0.8023031498083142 0.17567593637956863 0.4980916180919387 -0.20313991889781957 0.5235245032344531 0.6932012882979377 0.34081085250826987 0.7890689874774609 0.7659656340940149 -0.42990495120846894 -0.9030277222157437 0.06813571162484676 0.44498120629843174 0.13154875148937897 -0.563783403447073 0.3511976396789638 -0.2015465695334629 -0.09267986917147905 -0.6918955950860582 0.862134744395473 -0.08878624008997948 0.25849165761198223 -0.6194332966741734 -0.19564233085642532 0.7044016340978592 0.05452189796106466 -0.42128728005430627 -1.9800373184805138 0.22394279724260002 0.5732836883350069 -0.6592672094669458 0.5437024462260143 0.6901855679089569 0.6411237215210482 -0.4995784336008575 0.3766777883372553 0.6561534850421544 0.3465840569241314 -0.3283181262887698 0.33553465449209247 -0.8439912560018339 -1.0048043687164911 0.5916468173306668 0.28779485740290167 0.17364906147637515 0.7213086332668304 -0.8159197667152787 0.550500347240271 -1.147156309385485 0.9562725082607131 -0.7840796588991614 0.5732545484381193 -0.6811018514788392 0.39794604553541424 0.8500958864513048 -0.2739993612668239 -0.13827326637040693 -0.3576126491017247 0.22998395057950538 0.3256970121232577 0.5666562668398694 -0.2815270506917523 -0.5499526071251593 0.8319954396033361 0.7205714840705337 -0.9680238559729097 -0.1531028132035022 -0.4465110437083111 0.7607489373478404 -0.692905140905308 0.5129898763466492 0.9677372022273751 0.2397392834845551 -0.3264814521675967 0.9905900240613947 0.5448764689675949 -0.10307599447686827 -0.44931559774996566 -0.6774220821499726 -0.4559202800553916 0.573424410773796 0.9375376653073642 -0.8708719293175482 -0.6995593580988526 -0.4680254081821522 0.5071896157748741 0.21700805998816386 -0.8140138572909883 -0.54168585993419 0.1590630368974697 -0.7117066918904367 -0.10539957920618903 0.1910920943242045 -0.008848516837893117 -0.8047380052667777 -0.24148649514932718 -0.0019569147904716644 -0.08321722432686404 -0.8696785645631098 -0.3267564480337459 0.8563986968281172 0.6026594454873597 -0.29244726358697815 0.13123042672516033 -0.507037153115721 0.8869443383774623 0.8205291936214932 0.19045251741969205 0.7517135776929085 -0.7789479891474426 -1.5631436821816356 0.18215150331982555 0.4202559520005993 0.3514316166483402 -0.3388181721932684 0.0880117573162854 0.2851808712031949 -0.923170343406469 0.9487023086479824 -0.5974278246810844 -0.8205053496948451 -0.2731286158215862 -0.6386391986436915 -0.4882538550857177 -0.29542931347191614 0.24049262553601736 0.4328336805746198 0.0017186663382426914 0.31065559407408627 0.17312742972794526 -0.6799814812695004 0.885940530853543 0.6113609983695862 -0.7368660200521855 -0.949544630454374 -0.6389189849467724 0.6007689151776466 -0.09439176722304303 0.42663860141219234 -0.7928632629550625 0.7597585192529254 0.33788698703423115 0.02723858701201437 0.7989821904490222 -0.7720894007184065 0.4759409164718874 0.2289299039332624 -0.3277225694959216 0.31887974807592 -0.2643976912018865 0.6516238368491761 0.5349622920818964 0.3229659085245299 -0.7332674965243879 0.8917524672979875 0.7952309252747001 0.33663987451569083 0.3035681225255944 -0.19306412286101599 0.1349353588202928 0.909126301214808 0.8417492608824391 0.6630563073261129 0.09228828052324567 0.5902823504244423 0.7205465851707424 0.1302271591659121 -0.9126677864132015 -0.9395995949522509 -0.4451794192452299 -0.31421249526364536 -0.03824196176980971 1.127362217749476 -0.5427049769837271 -0.7871632365926359 -0.00980423750973844 0.3256058498532959 -0.10248403697167774 -0.4955035335511342 0.7133589647297328 -0.34346733108453287 -0.3239837588197909 0.575654319340419 -0.26060135798032646 0.6885648634681304 0.6533643950503036 0.2965399890573567 -0.23129480505250044 0.3373136600813136 -0.3095148167769912 0.258809896486483 0.5574478519016035 0.7319491919285965 -0.4821038633205881 0.5996670783531364 -0.07977436678395367 0.8951046853028892 -0.6374740975208042 0.030160862190761417 -0.4728435615358598 -1.506435134950855 0.8174769336991463 -1.2561863283018144,27.29804537253997,"[-70.0, 70, -30.0, -70.0, 64.60000000000034, -10.0, -10.0, 5.800000000000233]"
